Company Name,Company Street,Postal Code,City,C/O,Last Name,First Name,Linkedin Profile
Clearvision de Jesus Marques,Bordacherstrasse 3,8108,Dällikon,,De Jesus Marques,Melisa Raquel,
Cocktailservice Teuscher,Ziegeleiweg 14,3052,Zollikofen,,Teuscher,Jonas Raphael,
Cocktailservice Teuscher,Ziegeleiweg 14,3052,Zollikofen,,Wyss,Michael,
Coffeetec GmbH,Rinaustrasse 476,4303,Kaiseraugst,,Hess,Peter,
Coiffure Derya Hair & Beauty GmbH,Schulhausstrasse 2a,4563,Gerlafingen,,Küçüktas,Burhan,
Colombo's art GmbH,Schindellegistrasse 73,8808,Pfäffikon SZ,c/o blueAUDIT Suisse GmbH,Macaj,Pllumb,
Colombo's art GmbH,Schindellegistrasse 73,8808,Pfäffikon SZ,c/o blueAUDIT Suisse GmbH,Babini,Alessandro,
Connexio develop,Badenerstrasse 69,8004,Zürich,,Hänni,Daniel,
Connexio develop,Badenerstrasse 69,8004,Zürich,,Zürcher,Stefan,
Connexio develop,Badenerstrasse 69,8004,Zürich,,Keller,Daniel,
Connexio develop,Badenerstrasse 69,8004,Zürich,,Zolliker,Ruth,
Connexio develop,Badenerstrasse 69,8004,Zürich,,Dietrich,Jean Paul,
Connexio develop,Badenerstrasse 69,8004,Zürich,,Hilty,Peter Felix,
Connexio develop,Badenerstrasse 69,8004,Zürich,,Wipf,Tabea,
Connexio develop,Badenerstrasse 69,8004,Zürich,,OBT AG (CHE-384.364.751),,
consultpro Tonka Schneider,Kirchweg 6,7562,Samnaun-Compatsch,,Schneider,Tonka,
Coolingvans Management AG,Gaswerkstrasse 2,8952,Schlieren,,Wittmer,Christian Walter,
CORINNE GROUP AG,Auf Hirtenhof 2a,6005,Luzern,,Necki,Radoslaw Maciej,
CORINNE GROUP AG,Auf Hirtenhof 2a,6005,Luzern,,Debecki,Daniel,
Cozy Engine KLG,Jurastrasse 39,4053,Basel,c/o Mohamad Khazna,Khazna,Mohamad,
Cozy Engine KLG,Jurastrasse 39,4053,Basel,c/o Mohamad Khazna,Luo,Kejun,
CPRI 2025 Holding GmbH,Beethovenstrasse 33,8002,Zürich,c/o Calibrium AG,Calibrium AG (CHE-112.828.360),,
CPRI 2025 Holding GmbH,Beethovenstrasse 33,8002,Zürich,c/o Calibrium AG,Eriksson,Tom,
CPRI 2025 Holding GmbH,Beethovenstrasse 33,8002,Zürich,c/o Calibrium AG,Kammerlander,Bernd,
Craftec GmbH,Sandgasse 7,3295,Rüti b. Büren,,Winistörfer,Jan,
Craftec GmbH,Sandgasse 7,3295,Rüti b. Büren,,Winistörfer,Alex,
Craniosacral Karin Vögeli GmbH,Feldmattring 18,6246,Altishofen,,Vögeli-Riedweg,Karin,
Craniosacral Karin Vögeli GmbH,Feldmattring 18,6246,Altishofen,,Vögeli,Christian,
Creagastro AG,Gasthaus Krone,6102,Malters,,Apruzzese,Daniele,
CREO Architektur GmbH,Brüttenerstrasse 22,8309,Nürensdorf,,Scalvinoni,Nico,
CR Lüftungen Christian Ruggia Marquez,Spitalstrasse 10,8180,Bülach,c/o Christian Ruggia Marquez,Ruggia Marquez,Christian Paul,
CR Lüftungen Christian Ruggia Marquez,Spitalstrasse 10,8180,Bülach,c/o Christian Ruggia Marquez,Ruggia Marquez,Joyce,
Cupa Kids GmbH,Dammstrasse 21,6300,Zug,,Solida,Daniele,
Cupa Kids GmbH,Dammstrasse 21,6300,Zug,,Isiko,Deniz,
Cup Consulting GmbH,Gustav-Gull-Platz 11,8004,Zürich,,Buchli,Stephan Andrea Nicolaus,
CWJ Holding AG,Gartenstrasse 15,4132,Muttenz,c/o JAUSLIN STEBLER AG,Jauslin,Dr. Conrad,
"DAGID 2027 Bergneustadt AG, Zürich",Claridenstrasse 34,8022,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Brupbacher,Adrian,
"DAGID 2027 Bergneustadt AG, Zürich",Claridenstrasse 34,8022,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Künzi,Urs,
"DAGID 2027 Bergneustadt AG, Zürich",Claridenstrasse 34,8022,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Novacek,Ralf Matthias,
"DAGID 2027 Bergneustadt AG, Zürich",Claridenstrasse 34,8022,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Czok,Dr. Wojciech Benedikt,
"DAGID 2027 Bergneustadt AG, Zürich",Claridenstrasse 34,8022,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Gmünder,Alfred,
"DAGID 2027 Bergneustadt AG, Zürich",Claridenstrasse 34,8022,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Sturzenegger,Andreas,
"DAGID 2029 Bonn AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Brupbacher,Adrian,
"DAGID 2029 Bonn AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Künzi,Urs,
"DAGID 2029 Bonn AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Novacek,Ralf Matthias,
"DAGID 2029 Bonn AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Czok,Dr. Wojciech Benedikt,
"DAGID 2029 Bonn AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Gmünder,Alfred,
"DAGID 2029 Bonn AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Sturzenegger,Andreas,
"DAGID 2030 Bruckmühl AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Brupbacher,Adrian,
"DAGID 2030 Bruckmühl AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Künzi,Urs,
"DAGID 2030 Bruckmühl AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Novacek,Ralf Matthias,
"DAGID 2030 Bruckmühl AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Czok,Dr. Wojciech Benedikt,
"DAGID 2030 Bruckmühl AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Gmünder,Alfred,
"DAGID 2030 Bruckmühl AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Sturzenegger,Andreas,
"DAGID 2031 Düsseldorf AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Brupbacher,Adrian,
"DAGID 2031 Düsseldorf AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Künzi,Urs,
"DAGID 2031 Düsseldorf AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Novacek,Ralf Matthias,
"DAGID 2031 Düsseldorf AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Czok,Dr. Wojciech Benedikt,
"DAGID 2031 Düsseldorf AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Gmünder,Alfred,
"DAGID 2031 Düsseldorf AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Sturzenegger,Andreas,
"DAGID 2032 Gelsenkirchen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Brupbacher,Adrian,
"DAGID 2032 Gelsenkirchen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Künzi,Urs,
"DAGID 2032 Gelsenkirchen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Novacek,Ralf Matthias,
"DAGID 2032 Gelsenkirchen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Czok,Dr. Wojciech Benedikt,
"DAGID 2032 Gelsenkirchen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Gmünder,Alfred,
"DAGID 2032 Gelsenkirchen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Sturzenegger,Andreas,
"DAGID 2033 Hennef AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Brupbacher,Adrian,
"DAGID 2033 Hennef AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Künzi,Urs,
"DAGID 2033 Hennef AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Novacek,Ralf Matthias,
"DAGID 2033 Hennef AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Czok,Dr. Wojciech Benedikt,
"DAGID 2033 Hennef AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Gmünder,Alfred,
"DAGID 2033 Hennef AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Sturzenegger,Andreas,
"DAGID 2034 Korschenbroich AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Brupbacher,Adrian,
"DAGID 2034 Korschenbroich AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Künzi,Urs,
"DAGID 2034 Korschenbroich AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Novacek,Ralf Matthias,
"DAGID 2034 Korschenbroich AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Czok,Dr. Wojciech Benedikt,
"DAGID 2034 Korschenbroich AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Gmünder,Alfred,
"DAGID 2034 Korschenbroich AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Sturzenegger,Andreas,
"DAGID 2035 Saarburg AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Brupbacher,Adrian,
"DAGID 2035 Saarburg AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Künzi,Urs,
"DAGID 2035 Saarburg AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Novacek,Ralf Matthias,
"DAGID 2035 Saarburg AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Czok,Dr. Wojciech Benedikt,
"DAGID 2035 Saarburg AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Gmünder,Alfred,
"DAGID 2035 Saarburg AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Sturzenegger,Andreas,
Daniel Mistric,Klebestrasse 19,8041,Zürich,,Mistric,Daniel,
DANIELSONS,Frauenfelderstrasse 11,8266,Steckborn,,Danielsons,Stass,
DANIELSONS,Frauenfelderstrasse 11,8266,Steckborn,,Pashkevich,Svetlana,
Dartwerk KLG,Tramstrasse 66d,4142,Münchenstein,,Grolimund,Tobias,
Dartwerk KLG,Tramstrasse 66d,4142,Münchenstein,,Simonato,Timo,
Data E-Motion GmbH,Thiersteinerallee 29,4053,Basel,,Gardot,Melanie,
Data E-Motion GmbH,Thiersteinerallee 29,4053,Basel,,Nussbaumer,Andreas,
Davke GmbH,Gewerbepark 11,9615,Dietfurt,,Mitrovic,Danijela,
"DD Mechanik, Dukic",Gerliswilstrasse 20,6020,Emmenbrücke,,Dukic,Dusko,
Deenline KLG,Waisenhausweg 13,8645,Jona,,Jasarevic,Muris,
Deenline KLG,Waisenhausweg 13,8645,Jona,,Vukovic,Admir,
Defensia Security AG,Seeweg 7,8807,Freienbach,c/o Patrick Frei,Frei,Patrick,
Defensia Security AG,Seeweg 7,8807,Freienbach,c/o Patrick Frei,Glauser,Annika,
Delifa Gastro Stanisavljevic,Aarauerstrasse 70,5734,Reinach AG,,Stanisavljevic,Dejan,
Delivery Macedo Correia,Schlösslistrasse 18,6030,Ebikon,,Macedo Correia,António Pedro,
Demetra GmbH,Neuhofstrasse 5a,6340,Baar,,Gaeta,Giovanni,
Deniz Gerüstbau GmbH,Zürcherstrasse 35,4052,Basel,c/o Qualitum GmbH,Yagicibulut,Baris,
Denk Future Capital GmbH,Zugerstrasse 46,6314,Unterägeri,,Denk,Marc Philipp,
Denk Future Capital GmbH,Zugerstrasse 46,6314,Unterägeri,,Schmid,Felix,
Detektei Aliu,Hönggerstrasse 9,8102,Oberengstringen,,Aliu,Urim,
Diagnostic Imaging GmbH,Dorfstrasse 4,3123,Belp,,Tosi,Marco,
Diamant Barbershop Hasan,Solothurnerstrasse 4,4614,Hägendorf,,Hasan,Jwan,
Didi GmbH,Alte Bernstrasse 27,5603,Staufen,,Kozhani,Labinot,
Digesystems GmbH,Schulstrasse 8,8953,Dietikon,c/o Adilj Ramadani,Ramadani,Adilj,
DigiNova GmbH,Rosebergstrasse 19,6017,Ruswil,,Weber,Markus Alois,
DigiNova GmbH,Rosebergstrasse 19,6017,Ruswil,,Weber,Leandro Nevio,
dk Baumanagement GmbH,Allmendweg 6,6055,Alpnach Dorf,,Kohler,Daniela Susanne,
DLZ Imboden AG,Talstrasse 9,3930,Visp,c/o Ulrich Imboden AG,Imboden,Olivier Matthias,
DLZ Imboden AG,Talstrasse 9,3930,Visp,c/o Ulrich Imboden AG,Imboden,Jean Pierre,
DLZ Imboden AG,Talstrasse 9,3930,Visp,c/o Ulrich Imboden AG,Imboden,Georg Reinhard,
DN Automobile GmbH,Schützenstrasse 23,8902,Urdorf,,Nikolic,Dalibor,
DomKi Adventure GmbH,Untere Vogelhalde 10,8532,Weiningen TG,,Dotti,Dominik,
DomKi Adventure GmbH,Untere Vogelhalde 10,8532,Weiningen TG,,,,
DOMPERCASTELLS GmbH,Rubistrasse 6,6354,Vitznau,,Forns Castells,Silvia,
DOMPERCASTELLS GmbH,Rubistrasse 6,6354,Vitznau,,Vidal Domper,Nuria,
Dorf Pizza & Kebab Kussever,Alte Bremgartenstrasse 8,8964,Rudolfstetten,,Kussever,Ömer Faruk,
Dorfstrom AG,Gewerbering 13,6018,Buttisholz,,Küng,Oscar Erich,
Dorfstrom AG,Gewerbering 13,6018,Buttisholz,,Hebler,Manuel,
Dorfstrom AG,Gewerbering 13,6018,Buttisholz,,Ziswiler,René Johann,
Doshkov 22,Zürichstrasse 48,8134,Adliswil,,Doshkov,Ivan,
Dr. Knopf & Oswald Schweiz GmbH,Bleikenstrasse 60a,9630,Wattwil,,Dr. Knopf & Oswald GmbH (HRB 227730),,
Dr. Knopf & Oswald Schweiz GmbH,Bleikenstrasse 60a,9630,Wattwil,,Oswald,Christian,
Dr. Knopf & Oswald Schweiz GmbH,Bleikenstrasse 60a,9630,Wattwil,,Gruchala,Theresa,
Dr. Michael Mutter AG,Obere Büchelstrasse 5,8753,Mollis,,Mutter,Dr. Michael,
Dr. Michael Mutter AG,Obere Büchelstrasse 5,8753,Mollis,,Mutter-Würms,Angelika Elisabeth,
DSB Automobile AG,Böllistrasse 422,5072,Oeschgen,,Della Sala,Daniele,
DüMo AG,Eichwiesstrasse 9,8630,Rüti ZH,,Morel Rodriguez,Carlos Jose,
DüMo AG,Eichwiesstrasse 9,8630,Rüti ZH,,Dütschler,Bernhard Roman,
Dvorani Samira's hair place,Badenerstrasse 358,8004,Zürich,,Dvorani,Samire,
Easily MGT GmbH,Dorfstrasse 41,3123,Belp,,Iseli,Hans Peter,
ECS Argentati,Bernstrasse 96,3053,Münchenbuchsee,,Argentati,Nick,
E&D Haustechnik GmbH,Oberneuhofstrasse 2,6340,Baar,,Dushica,Valbona,
E&D Haustechnik GmbH,Oberneuhofstrasse 2,6340,Baar,,Dushica,Elbasan,
EFD Haustechnik GmbH,Badenerstrasse 808,8048,Zürich,,Iljazi,Isman,
Egger Global,Jungfraublickallee 20,3800,Matten b. Interlaken,,Egger,Raffael,
Eis Immobilien AG,Eishofmatt 1,6232,Geuensee,,Schnyder,Josef Beat,
Eis Immobilien AG,Eishofmatt 1,6232,Geuensee,,Schnyder,Bernadette Alice,
EJO LIVING GMBH,Wilenstrasse 106,8832,Wilen b. Wollerau,,StaniŠ¡ic,Manuela,
EKC Advanced Electronics Switzerland GmbH,Grossmatte 4,6014,Luzern,,EKC Advanced Electronics Netherlands Holding B.V. (95240977),,
EKC Advanced Electronics Switzerland GmbH,Grossmatte 4,6014,Luzern,,,,
EKC Advanced Electronics Switzerland GmbH,Grossmatte 4,6014,Luzern,,Baele,Peter,
EKC Advanced Electronics Switzerland GmbH,Grossmatte 4,6014,Luzern,,Günther,Christian,
EKC Advanced Electronics Switzerland GmbH,Grossmatte 4,6014,Luzern,,Moroni,Sandra,
EKC Advanced Electronics Switzerland GmbH,Grossmatte 4,6014,Luzern,,PricewaterhouseCoopers SA (CHE-390.062.005),,
Electrogold Control GmbH,Musperfeldstrasse 3,8965,Berikon,,Goldson,Nickoy Anrol,
"Eleena Café Bar, Inhaber Tan",Ahornstrasse 21,4055,Basel,,Tan,Ümit,
Elite Motors Inh. Brogle,Hofackerweg 3a,4450,Sissach,,Brogle,Daniel,
Elvis Taxi Bakhshaliyev Bakhshali,Engstringerweg 18,8105,Regensdorf,,Bakhshaliyev,Bakhshali,
ÉLYSÈDE AG,Brombacherstrasse 38,4057,Basel,,Reçica,Shpetim,
ÉLYSÈDE AG,Brombacherstrasse 38,4057,Basel,,Nikolla,Dennis,
Emotional Bodyhealing - Kristina Pranjic,Zwinglistrasse 3,9000,St. Gallen,,Pranjic,Kristina,
Empower Connections Poole,Weiherstrasse 10,5444,Künten,,Poole,Susan,
ENEA-Regio Haus und Garten KlG,Gehrenstrasse 25,5074,Eiken,,Jaskic,Edin,
ENEA-Regio Haus und Garten KlG,Gehrenstrasse 25,5074,Eiken,,Jaskic,Nikolina,
EPEU Next Level Europa AG,Schifflände 26,8001,Zürich,,Konnes,Holger Michael,
"Epic Wheels, Inh. Franzelli",Steinegg 1011,9053,Teufen AR,c/o Dario Franzelli,Franzelli,Dario Alessandro,
ESG Group AG,Seuzachstrasse 26,8413,Neftenbach,,Emini,Sylejman,
ESG Group AG,Seuzachstrasse 26,8413,Neftenbach,,Emini,Gentrit,
E & S Holding AG,Niederholzstrasse 84,4125,Riehen,,Ros,Nico Claude,
etx group AG,Axenstrasse 2,6440,Brunnen,,Fluck,Patrik Steven,
etx group AG,Axenstrasse 2,6440,Brunnen,,Fluck,Markus Benedikt,
EuroAsia Solutions GmbH,Baarerstrasse 43,6300,Zug,,Miller,Seda,
Eva Mechler GmbH,Steinwiesliweg 15,8637,Laupen ZH,,Mechler-Barber,Eva,
Eva Mechler GmbH,Steinwiesliweg 15,8637,Laupen ZH,,Barber,Charles Patrick,
Ever Clean Business GmbH,Industriestrasse 2a,8604,Volketswil,,Parpan,Natalie,
EVIIVE AG,Mühlestrasse 4b,8912,Obfelden,c/o Ho Wai Yim,Chahwan,Richard,
EVIIVE AG,Mühlestrasse 4b,8912,Obfelden,c/o Ho Wai Yim,Yim,Ho Wai,
"Experience and Events by Nati, Inh. Galeczki",Gläserenstrasse 12,8142,Uitikon Waldegg,c/o Natalie Galeczki,Galeczki-Sweid,Natalie Esther,
Fahrschule Oli Mahler,Haldenwiesli 7,8207,Schaffhausen,c/o Oliver Mahler,Mahler,Oliver,
fairpackt ag,Faden 1,6374,Buochs,,,,
FAMFAM Foundation,Schollenmatt 2,8832,Wollerau,,Sütterlin,Gregor Constantin,
FAMFAM Foundation,Schollenmatt 2,8832,Wollerau,,Boadu,Andre,
FAMFAM Foundation,Schollenmatt 2,8832,Wollerau,,Keller,Stefan Urs,
FAMFAM Foundation,Schollenmatt 2,8832,Wollerau,,Lüdtke,Jan-Till,
FAMFAM Foundation,Schollenmatt 2,8832,Wollerau,,Polaszek,Adam Janusz,
FAMFAM Foundation,Schollenmatt 2,8832,Wollerau,,Revipur AG (CHE-168.056.184),,
FASZIMA GmbH,Gürtelstrasse 65,7000,Chur,,Gees,Manuela,
FEROVIA AG,Steinhauserstrasse 74,6300,Zug,,Pedroja,Dr. Graziano,
FIEGE Air Cargo Logistics Schweiz AG,Genuastrasse 11,4142,Münchenstein,,Castrogiovanni,Leonardo Vingo,
FIEGE Air Cargo Logistics Schweiz AG,Genuastrasse 11,4142,Münchenstein,,Boccali,Marcel,
FIEGE Air Cargo Logistics Schweiz AG,Genuastrasse 11,4142,Münchenstein,,Looser,Benjamin,
FIEGE Air Cargo Logistics Schweiz AG,Genuastrasse 11,4142,Münchenstein,,Corradini,Adolfo,
FIEGE Air Cargo Logistics Schweiz AG,Genuastrasse 11,4142,Münchenstein,,KPMG AG (CHE-154.017.048),,
FIEGE Air Cargo Logistics Schweiz AG,Genuastrasse 11,4142,Münchenstein,,Muheim,Stefan,
FIKOMA AG,Bahnhofstrasse 29,3920,Zermatt,,Jullier,Marcel Joseph,
FIKOMA AG,Bahnhofstrasse 29,3920,Zermatt,,Nishinaga,Philipp Koji,
FIKOMA AG,Bahnhofstrasse 29,3920,Zermatt,,Meyer,Stefan Markus,
FIKOMA AG,Bahnhofstrasse 29,3920,Zermatt,,Ritz und Partner Treuhand AG (CHE-114.863.226) [ CH-600.3.013.739-8],,
FilmTec Water Switzerland GmbH,Grossmatte 4,6014,Luzern,,EKC Advanced Electronics Netherlands Holding B.V. (95240977),,
FilmTec Water Switzerland GmbH,Grossmatte 4,6014,Luzern,,,,
FilmTec Water Switzerland GmbH,Grossmatte 4,6014,Luzern,,Baele,Peter,
FilmTec Water Switzerland GmbH,Grossmatte 4,6014,Luzern,,Günther,Christian,
FilmTec Water Switzerland GmbH,Grossmatte 4,6014,Luzern,,Moroni,Sandra,
FilmTec Water Switzerland GmbH,Grossmatte 4,6014,Luzern,,PricewaterhouseCoopers SA (CHE-390.062.005),,
FKPlus Investments AG,Gotthardstrasse 26,6300,Zug,c/o KENDRIS AG,Yazici,Bilgehan,
FKPlus Investments AG,Gotthardstrasse 26,6300,Zug,c/o KENDRIS AG,Narbel,Thomas,
FKPlus Investments AG,Gotthardstrasse 26,6300,Zug,c/o KENDRIS AG,Waterhouse,Erika,
FKPlus Investments AG,Gotthardstrasse 26,6300,Zug,c/o KENDRIS AG,Weber-Schilling,Olivier,
FKPlus Investments AG,Gotthardstrasse 26,6300,Zug,c/o KENDRIS AG,Riepl,Dominik,
Floralia GmbH,Bienkenstrasse 26,4702,Oensingen,,Hummel,Brigitte,
Florian Gömer's Valser Service GmbH,Schulhausstrasse 3d,5608,Stetten AG,,Gömer,Florian,
FlussSein GmbH,Axensteinstrasse 5,6443,Morschach,,Kindlimann,Christian Marc,
Flynn Growth Advisory,Sandreuterweg 43,4125,Riehen,c/o Emma-Jane Flynn,Flynn,Emma-Jane,
FMC Asiapac Holding GmbH,Im Majorenacker 10,8207,Schaffhausen,,Tektronix International Sales GmbH (CHE-109.386.545),,
FMC Asiapac Holding GmbH,Im Majorenacker 10,8207,Schaffhausen,,Asimakopoulos,Christos,
FMC Asiapac Holding GmbH,Im Majorenacker 10,8207,Schaffhausen,,Calvert,Cassandra Renee,
FMC Asiapac Holding GmbH,Im Majorenacker 10,8207,Schaffhausen,,Lopez Echeverri,Diana,
Forster Brands GmbH,Obere Lindenwies 4,9032,Engelburg,,Forster,Ivo,
Forster Brands GmbH,Obere Lindenwies 4,9032,Engelburg,,Forster,Gudrun,
Fortress PTC AG,Gotthardstrasse 26,6300,Zug,c/o KENDRIS AG,Escher,Adrian,
Fortress PTC AG,Gotthardstrasse 26,6300,Zug,c/o KENDRIS AG,Frey,Thomas,
Fortress PTC AG,Gotthardstrasse 26,6300,Zug,c/o KENDRIS AG,Waterhouse,Erika,
FPL2 Ventures GmbH,General-Wille Strasse 213,8706,Meilen,,Lechner,Patrick,
FPL2 Ventures GmbH,General-Wille Strasse 213,8706,Meilen,,Pernisch,Floyd,
Fracht Africa AG,Birsigstrasse 79,4054,Basel,,Reisdorf,Rudolf,
Fracht Africa AG,Birsigstrasse 79,4054,Basel,,Reges,Beate,
Fracht Africa AG,Birsigstrasse 79,4054,Basel,,Suter,Pascal,
Fracht Africa AG,Birsigstrasse 79,4054,Basel,,Abelia Wirtschaftsprüfung und Beratung AG (CHE-112.589.333) [ CH-270.3.013.636-8],,
Fracht Africa AG,Birsigstrasse 79,4054,Basel,,Dusé,Catherine,
Fracht Africa AG,Birsigstrasse 79,4054,Basel,,Valli,Daniela,
Fracht Asia & Australia AG,Birsigstrasse 79,4054,Basel,,Reisdorf,Rudolf,
Fracht Asia & Australia AG,Birsigstrasse 79,4054,Basel,,Reges,Beate,
Fracht Asia & Australia AG,Birsigstrasse 79,4054,Basel,,Suter,Pascal,
Fracht Asia & Australia AG,Birsigstrasse 79,4054,Basel,,Abelia Wirtschaftsprüfung und Beratung AG (CHE-112.589.333) [ CH-270.3.013.636-8],,
Fracht Asia & Australia AG,Birsigstrasse 79,4054,Basel,,Dusé,Catherine,
Fracht Asia & Australia AG,Birsigstrasse 79,4054,Basel,,Valli,Daniela,
Fracht North America AG,Birsigstrasse 79,4054,Basel,,Reisdorf,Rudolf,
Fracht North America AG,Birsigstrasse 79,4054,Basel,,Reges,Beate,
Fracht North America AG,Birsigstrasse 79,4054,Basel,,Suter,Pascal,
Fracht North America AG,Birsigstrasse 79,4054,Basel,,Abelia Wirtschaftsprüfung und Beratung AG (CHE-112.589.333) [ CH-270.3.013.636-8],,
Fracht North America AG,Birsigstrasse 79,4054,Basel,,Dusé,Catherine,
Fracht North America AG,Birsigstrasse 79,4054,Basel,,Valli,Daniela,
Fracht Northern Europe AG,Birsigstrasse 79,4054,Basel,,Reisdorf,Rudolf,
Fracht Northern Europe AG,Birsigstrasse 79,4054,Basel,,Reges,Beate,
Fracht Northern Europe AG,Birsigstrasse 79,4054,Basel,,Suter,Pascal,
Fracht Northern Europe AG,Birsigstrasse 79,4054,Basel,,Abelia Wirtschaftsprüfung und Beratung AG (CHE-112.589.333) [ CH-270.3.013.636-8],,
Fracht Northern Europe AG,Birsigstrasse 79,4054,Basel,,Dusé,Catherine,
Fracht Northern Europe AG,Birsigstrasse 79,4054,Basel,,Valli,Daniela,
